,loss,mean_squared_error,mean_absolute_error,mean_absolute_percentage_error,mean_squared_logarithmic_error,val_loss,val_mean_squared_error,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_logarithmic_error
0,1.4397824998013675e-05,1.4397824998013675e-05,0.00235196715220809,18.992319107055664,1.3851901712769177e-05,1.502971826994326e-05,1.502971826994326e-05,0.0023254919797182083,19.137537002563477,1.4402576198335737e-05
1,1.4842003110970836e-05,1.4842003110970836e-05,0.0024084337055683136,19.501890182495117,1.4284958524513058e-05,1.72591426235158e-05,1.72591426235158e-05,0.002918532583862543,25.751066207885742,1.659293775446713e-05
2,1.631418490433134e-05,1.631418490433134e-05,0.0026138771791011095,21.2853946685791,1.572270230099093e-05,2.2125825125840493e-05,2.2125825125840493e-05,0.0037251256871968508,33.95606994628906,2.1347163055907004e-05
