test_y,predict_y
0.016497694733489,0.013251007
0.014071128475915,0.013280511
0.016428000007237,0.013253093
0.012589268164828,0.013241172
0.013428988382136,0.013250828
0.008888277434891,0.013209403
0.00859462858779,0.013206482
0.013003174442442,0.013266563
0.021973797962219,0.013293982
0.015263360013728,0.013288498
0.010899664844428,0.013251841
0.008995350312351,0.013229072
0.011647910164511,0.013239682
0.011165862164733,0.013269603
0.009635213426378,0.013217092
0.011694298788709,0.013222992
0.009771403080081,0.013233721
0.013714287181847,0.013225555
0.017970150676387,0.013259411
0.016473168795149,0.013256133
0.011977208034858,0.013246655
0.00868866929991,0.013209403
0.013808496854376,0.013233423
0.014466437780297,0.013293147
0.00996032379381,0.013270378
0.010309257578001,0.013265669
0.009839385809473002,0.013266146
0.010461358054557,0.013247669
0.010461965017212,0.013222575
0.013162961925679,0.013282895
0.00910946665826,0.013237715
0.01862261871498,0.013288677
0.009885246047793,0.0132293105
0.018973139129772,0.013256192
0.012281424561204,0.01323247
0.020667042080854,0.013273656
0.010809582545297,0.013215303
0.012811552700563,0.01325202
0.011753862682605,0.013216138
0.009176708035623,0.01321733
0.008455895751344998,0.013224304
0.014383465259448,0.013219833
0.013341287342488,0.013264418
0.010074335961104,0.013218284
0.008860813642738,0.013214827
0.012228987592312,0.013275027
0.008227765343055,0.013211727
0.009824976090876,0.01320976
0.008749325188362,0.013228893
0.010867753464218,0.013242602
0.010264141953426,0.013221204
0.01536835544081,0.013265014
0.010865062154025,0.013223767
0.008188863549088998,0.013207614
0.009785917528832,0.013238192
0.008882325198084,0.013225675
0.013767859413253,0.01325953
0.011533955978139,0.013243318
0.014768320358269,0.0132831335
0.011065141592469,0.013225317
0.009976993961386,0.013219416
0.012656633269695,0.013226628
0.010645106536184,0.013263106
0.017311761804525,0.013283968
0.009414381901133,0.013231039
0.02268927832613,0.013264418
0.013681093816424,0.013227284
0.008680566435698,0.013208151
0.010660741079843,0.013270736
0.012849497743342,0.013241768
0.011374351770962,0.01326102
0.010750789202232,0.013230562
0.016810875792505,0.013287902
0.011866974366714,0.0132597685
0.010649425529886,0.013217866
0.008637430568207998,0.013250589
0.012284790850958,0.013269901
0.014097020385757,0.013280332
0.009301379195229002,0.013225198
0.010976565494148,0.013222456
0.015942251021939,0.013268471
0.017034623975253,0.013277769
0.01115776959167,0.013273656
0.011233356622012,0.013234198
0.009974750597737,0.013266504
0.015323347415002,0.013251722
0.010362784326254,0.013217986
0.009829031295579,0.013240337
0.012814490069648,0.013263226
0.009513388152861,0.013228476
0.012050996578006,0.013258219
0.008920960849932,0.013218224
0.011564849152533,0.013224602
0.011485029749851,0.013267159
0.011111639840844,0.013227761
0.0128458256308,0.013284445
0.011828511175093,0.013250053
0.011479390482835,0.013217926
0.010453660323909,0.013226986
0.008547481245108,0.013226032
0.01199728411668,0.013270736
0.008723720706508998,0.0132392645
0.014479581793283,0.013236403
0.010646133908191,0.0132190585
0.012090070619225,0.013266802
0.01378583134056,0.01325655
0.013274587150828,0.013257742
0.011401256379875,0.013231337
0.012577174838757,0.013269603
0.009158631854552,0.013211668
0.013707547496066,0.013248205
0.008733786995231998,0.0132267475
0.012441480360773,0.013261437
0.012724246284983,0.013264954
0.011119000838491,0.013224959
0.010060540168224,0.013235211
0.010415652056551,0.01325506
0.010081822159345,0.013253689
0.010584426519066,0.013226092
0.011131229354723,0.013249397
0.013758695436847,0.013273656
0.008115347889022998,0.013240993
0.011382640877354,0.013255894
0.010364624041395,0.013277531
0.014803969294367,0.013241589
0.010242489428767,0.013278246
0.012068898670435,0.013226211
0.010691890750328,0.013248324
0.013957783364544,0.013240576
0.008230005493571998,0.01323998
0.011562033639044,0.013254583
0.012355218487685,0.013237476
0.010838107050787,0.013243854
0.063684178808336,0.013290584
